sample_id,status,vol_rel,hausdorff,xi_l2,p_value,p_pc,p_xi,z_hausdorff,z_chamfer,code_success,code_error_type,code_error_msg,generated_path,truth_path,error
20251218_033707_cover_adapter_plate_v1,ok,0.03318515320429993,20.37859637208104,30.241286414587787,0.0,0.0,0.0,20378596.37208104,61297352.6571731,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033707_cover_adapter_plate_v1.py,data/models/20251218_033707_cover_adapter_plate_v1.py,
20251218_033708_square_reducing_stainless_flpare_v1,ok,0.27630257557536775,15.0,44.39727623657003,0.0,0.0,0.0,15000000.0,182493388.03383887,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033708_square_reducing_stainless_flpare_v1.py,data/models/20251218_033708_square_reducing_stainless_flpare_v1.py,
20251218_033709__cube_with_ridge_v1,ok,0.12819966107813446,20.285462775100793,39.588156219570294,0.0,0.0,0.0,20285462.775100794,120282920.85950907,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033709__cube_with_ridge_v1.py,data/models/20251218_033709__cube_with_ridge_v1.py,
20251218_033709_angle_iron_frame_v1,ok,0.8349795696957022,58.7227183272226,72.5092953617139,0.0,0.0,0.0,58722718.3272226,2378146532.948572,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033709_angle_iron_frame_v1.py,data/models/20251218_033709_angle_iron_frame_v1.py,
20251218_033709_composite_shapes_v1,ok,0.1248740413201524,14.028034161527797,18.510061327372846,0.0,0.0,0.0,14028034.161527798,131086463.48174444,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033709_composite_shapes_v1.py,data/models/20251218_033709_composite_shapes_v1.py,
20251218_033709_frame_mount_plate_v1,ok,0.42679646598815013,8.449321669427547,937.5466169267776,0.0,0.0,0.0,8449321.669427548,39740181.56205699,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033709_frame_mount_plate_v1.py,data/models/20251218_033709_frame_mount_plate_v1.py,
20251218_033709_keyed_coupling_v1,ok,0.6777088063521596,18.708286933869708,20.65016516766916,0.0,0.0,0.0,18708286.93386971,150749500.4125993,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033709_keyed_coupling_v1.py,data/models/20251218_033709_keyed_coupling_v1.py,
20251218_033709_tabs_bracket_v1,ok,0.3360570095953962,28.040149785619906,123.90454734821225,0.0,0.0,0.0,28040149.785619907,395719026.30142224,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033709_tabs_bracket_v1.py,data/models/20251218_033709_tabs_bracket_v1.py,
20251218_033709_wall_mount_bracket_with_tabs_v1,ok,0.1868460268031114,38.121136397215665,85.95504353708198,0.0,0.0,0.0,38121136.397215664,441019054.0599319,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033709_wall_mount_bracket_with_tabs_v1.py,data/models/20251218_033709_wall_mount_bracket_with_tabs_v1.py,
20251218_033710_perforated_mount_plate_v1,ok,0.04803111049404084,28.97538858238151,36.687484290672266,0.0,0.0,0.0,28975388.58238151,567561268.893985,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033710_perforated_mount_plate_v1.py,data/models/20251218_033710_perforated_mount_plate_v1.py,
20251218_033711__cable_shelf_bracket_v1,ok,0.23968035041825464,21.38184823858343,42.979682308901,0.0,0.0,0.0,21381848.23858343,274532212.38840693,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033711__cable_shelf_bracket_v1.py,data/models/20251218_033711__cable_shelf_bracket_v1.py,
20251218_033711__cable_t_bracket_v1,ok,0.43424096963040293,23.378676181512073,106.41913135495066,0.0,0.0,0.0,23378676.181512073,658772790.3761914,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033711__cable_t_bracket_v1.py,data/models/20251218_033711__cable_t_bracket_v1.py,
20251218_033711__input_shaft_v1,ok,0.6870405356875209,47.54257745867325,16.26390804846244,0.0,0.0,0.0,47542577.45867325,2157983420.5523973,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033711__input_shaft_v1.py,data/models/20251218_033711__input_shaft_v1.py,
20251218_033711_clip_retainer_spring_clip_v1,ok,0.14352380241702026,6.506919493892637,36.117641494319436,0.0,0.0,0.0,6506919.493892637,24921529.2078522,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033711_clip_retainer_spring_clip_v1.py,data/models/20251218_033711_clip_retainer_spring_clip_v1.py,
20251218_033713_ceiling_mount_z_bracket_v1,ok,3.487065411110739,72.7490182298969,44.426877454895624,0.0,0.0,0.0,72749018.2298969,1011029275.0571276,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033713_ceiling_mount_z_bracket_v1.py,data/models/20251218_033713_ceiling_mount_z_bracket_v1.py,
20251218_033713_edge_plate_v1,ok,0.009036457762136465,10.793516572461465,20.23024619088062,0.0,0.0,0.0,10793516.572461465,117669367.32309304,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033713_edge_plate_v1.py,data/models/20251218_033713_edge_plate_v1.py,
20251218_033713_thick_wall_right_angle_bracket_v1,ok,1.2171407172816144,47.39475096657448,16.02771755693889,0.0,0.0,0.0,47394750.96657448,1706563005.8013685,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033713_thick_wall_right_angle_bracket_v1.py,data/models/20251218_033713_thick_wall_right_angle_bracket_v1.py,
20251218_033713_z_bracket_for_shelves_v1,ok,0.8371409480136159,32.00690512243593,49.89311952584732,0.0,0.0,0.0,32006905.12243593,1821387152.6762955,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033713_z_bracket_for_shelves_v1.py,data/models/20251218_033713_z_bracket_for_shelves_v1.py,
20251218_033714__mounting_thick_rectangular_plate_v1,ok,0.03853585795400354,45.45249043235318,109.85640783654611,0.0,0.0,0.0,45452490.43235318,507765419.38127804,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033714__mounting_thick_rectangular_plate_v1.py,data/models/20251218_033714__mounting_thick_rectangular_plate_v1.py,
20251218_033714_channel_girder_v1,ok,2.005412903459878,41.34462910795003,123.61394178292491,0.0,0.0,0.0,41344629.10795003,1986713544.3535686,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033714_channel_girder_v1.py,data/models/20251218_033714_channel_girder_v1.py,
20251218_033715__threaded_plug_fitting_v1,ok,0.17333713754741906,16.88149072577401,11.379371819615786,0.0,0.0,0.0,16881490.725774013,355320344.2403951,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033715__threaded_plug_fitting_v1.py,data/models/20251218_033715__threaded_plug_fitting_v1.py,
20251218_033715_hollow_angle_support_v1,ok,0.6136846471074375,50.75189887557381,1059.438572276457,0.0,0.0,0.0,50751898.87557381,1935835080.6603613,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033715_hollow_angle_support_v1.py,data/models/20251218_033715_hollow_angle_support_v1.py,
20251218_033715_tapered_post_base_v1,code_error,,,,,,,,,False,ValueError,Can not return the Nth element of an empty list,generated/qwen2.5-vl-72b-instruct/20251218_033715_tapered_post_base_v1.py,data/models/20251218_033715_tapered_post_base_v1.py,
20251218_033717_pyramid_with_notches_v1,ok,2.44166007173109,55.879379023034964,9.702461305365931,0.0,0.0,0.0,55879379.02303497,1147691129.3859146,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033717_pyramid_with_notches_v1.py,data/models/20251218_033717_pyramid_with_notches_v1.py,
20251218_033717_reinforced_profile_v1,ok,0.019839748117487472,83.35402027359429,100.36621464299525,0.0,0.0,0.0,83354020.27359429,3661602688.858995,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033717_reinforced_profile_v1.py,data/models/20251218_033717_reinforced_profile_v1.py,
20251218_033718_cap_nut_with_spring_v1,ok,0.999999941393196,4.615659988328167,74.32912861405126,0.0,0.0,0.0,4615659.988328167,7816562.649715413,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033718_cap_nut_with_spring_v1.py,data/models/20251218_033718_cap_nut_with_spring_v1.py,
20251218_033718_precision_wedge_cam_v1,ok,0.14411242524011925,19.906029237394385,659.4547238799595,0.0,0.0,0.0,19906029.237394385,286167723.4061525,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033718_precision_wedge_cam_v1.py,data/models/20251218_033718_precision_wedge_cam_v1.py,
20251218_033718_pvc_crank_handle_v1,ok,0.9999476443702251,154.4475315804528,19.992410155060266,0.0,0.0,0.0,154447531.5804528,16988079533.200645,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033718_pvc_crank_handle_v1.py,data/models/20251218_033718_pvc_crank_handle_v1.py,
20251218_033719_thick_wall_cable_bracket_v1,ok,0.06540463429228748,10.512969143103188,35.621433349936865,0.0,0.0,0.0,10512969.143103188,29520815.315414768,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033719_thick_wall_cable_bracket_v1.py,data/models/20251218_033719_thick_wall_cable_bracket_v1.py,
20251218_033719_tilted_square_pyramid_v1,ok,8.141056917648372,20.254629100529094,31.433921299002975,0.0,0.0,0.0,20254629.100529093,422015985.10787404,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033719_tilted_square_pyramid_v1.py,data/models/20251218_033719_tilted_square_pyramid_v1.py,
20251218_033719_wedge_cam_linkage_pivot_v1,ok,0.8538151640497538,16.060947204905133,317.1499526511174,0.0,0.0,0.0,16060947.204905134,131708557.82233122,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033719_wedge_cam_linkage_pivot_v1.py,data/models/20251218_033719_wedge_cam_linkage_pivot_v1.py,
20251218_033720__splined_end_shaft_v1,ok,0.49766554442854316,48.687117203786606,62.92625187730424,0.0,0.0,0.0,48687117.20378661,2729911613.678684,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033720__splined_end_shaft_v1.py,data/models/20251218_033720__splined_end_shaft_v1.py,
20251218_033721__pipe_z_bracket_v1,ok,0.5659174488099525,52.46248659756798,25.815708398178113,0.0,0.0,0.0,52462486.59756798,1994996659.4107878,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033721__pipe_z_bracket_v1.py,data/models/20251218_033721__pipe_z_bracket_v1.py,
20251218_033721_gusseted_circular_mounting_plate_v1,ok,0.04835224407214027,16.500770017282452,18.823423784307266,0.0,0.0,0.0,16500770.017282452,116341226.46828713,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033721_gusseted_circular_mounting_plate_v1.py,data/models/20251218_033721_gusseted_circular_mounting_plate_v1.py,
20251218_033721_perforated_support_plate_v1,ok,0.02606941852300404,27.566886229344092,22.48154207365606,0.0,0.0,0.0,27566886.229344092,314772510.63603854,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033721_perforated_support_plate_v1.py,data/models/20251218_033721_perforated_support_plate_v1.py,
20251218_033721_taper_pin_stainless_v1,ok,0.31639300428902795,40.04173755919334,33.844784179249906,0.0,0.0,0.0,40041737.55919334,1196944183.3519309,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033721_taper_pin_stainless_v1.py,data/models/20251218_033721_taper_pin_stainless_v1.py,
20251218_033721_tinned_plate_v1,ok,0.0026897234944436065,5.508175741568166,54.51340631536456,0.0,0.0,0.0,5508175.741568166,21398522.320503164,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033721_tinned_plate_v1.py,data/models/20251218_033721_tinned_plate_v1.py,
20251218_033722__adjustable_step_pulley_for_precision_v1,ok,0.8488741516852568,32.0,9.961147740979564,0.0,0.0,0.0,32000000.0,415287721.87008476,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033722__adjustable_step_pulley_for_precision_v1.py,data/models/20251218_033722__adjustable_step_pulley_for_precision_v1.py,
20251218_033722_corrugated_rectangular_thick_wall_tube_v1,ok,0.17080815017594236,28.722813302321207,20.083824456659066,0.0,0.0,0.0,28722813.302321207,1032167067.4013283,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033722_corrugated_rectangular_thick_wall_tube_v1.py,data/models/20251218_033722_corrugated_rectangular_thick_wall_tube_v1.py,
20251218_033722_t_profile_stand_v1,ok,2.1785846609702513,29.878109428297375,78.95312330620395,0.0,0.0,0.0,29878109.428297374,327845250.8908391,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033722_t_profile_stand_v1.py,data/models/20251218_033722_t_profile_stand_v1.py,
20251218_033722_titanium_screw_v1,ok,0.6675385776031795,21.772437848935585,52.03177069660269,0.0,0.0,0.0,21772437.848935585,769506944.736594,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033722_titanium_screw_v1.py,data/models/20251218_033722_titanium_screw_v1.py,
20251218_033723_corner_bracket_with_angle_adjustment_v1,ok,0.47885998577503824,26.582503682559725,28.457654773654316,0.0,0.0,0.0,26582503.682559725,210657909.03356937,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033723_corner_bracket_with_angle_adjustment_v1.py,data/models/20251218_033723_corner_bracket_with_angle_adjustment_v1.py,
20251218_033723_male_thread_adapter_v1,ok,0.061061754910965965,25.401683020028415,25.01050499424279,0.0,0.0,0.0,25401683.020028416,385332055.4832239,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033723_male_thread_adapter_v1.py,data/models/20251218_033723_male_thread_adapter_v1.py,
20251218_033723_reinforcement_spacer_square_plate_v1,ok,0.1738108036672805,7.071067811865485,26.983101788221585,0.0,0.0,0.0,7071067.811865485,31198353.40610135,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033723_reinforcement_spacer_square_plate_v1.py,data/models/20251218_033723_reinforcement_spacer_square_plate_v1.py,
20251218_033723_square_post_hollow_v1,ok,0.921182988418056,53.752159560273846,67.23254524624066,0.0,0.0,0.0,53752159.56027385,4818849125.202713,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033723_square_post_hollow_v1.py,data/models/20251218_033723_square_post_hollow_v1.py,
20251218_033723_vertical_truncated_cylinder_v1,ok,0.7187648596826874,27.062343132437018,252.25601058173729,0.0,0.0,0.0,27062343.13243702,1148815339.549973,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033723_vertical_truncated_cylinder_v1.py,data/models/20251218_033723_vertical_truncated_cylinder_v1.py,
20251218_033724__double_c_bracket_v1,ok,0.1789746593838861,30.083217912982647,13.388709455630671,0.0,0.0,0.0,30083217.91298265,598027840.3417753,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033724__double_c_bracket_v1.py,data/models/20251218_033724__double_c_bracket_v1.py,
20251218_033724_hollow_square_column_v1,ok,1.8719284478595253,50.806003582253936,116.78788944928067,0.0,0.0,0.0,50806003.58225394,3830004833.132647,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033724_hollow_square_column_v1.py,data/models/20251218_033724_hollow_square_column_v1.py,
20251218_033725_cryo_thermal_shock_restraint_mount_v1,ok,0.021722532203216252,18.5,67.97684203407567,0.0,0.0,0.0,18500000.0,190599240.8927085,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033725_cryo_thermal_shock_restraint_mount_v1.py,data/models/20251218_033725_cryo_thermal_shock_restraint_mount_v1.py,
20251218_033725_ribs_plate_v1,ok,0.4876633890824674,53.03469355383824,14123.024525712635,0.0,0.0,0.0,53034693.55383824,705055370.4153217,True,,,generated/qwen2.5-vl-72b-instruct/20251218_033725_ribs_plate_v1.py,data/models/20251218_033725_ribs_plate_v1.py,
